transaction_id,timestamp,customer_id,sender_name,receiver_name,sender_bank,receiver_bank,transaction_type,merchant_category,amount,currency,balance_before,balance_after,country,city,ip_address,device_type,device_id,channel,is_foreign_transaction,is_high_risk_country,failed_login_attempts,transaction_hour,risk_score,label
NORM0007628,2025-10-22 15:25:07,CUS76944,Đặng Huy,Bùi Nam,Vietcombank,Sacombank,Mua hàng online,Du lịch,6071346.0,USD,122748345.0,116676999.0,Vietnam,Hà Nội,166.57.27.42,ATM,DEV855208,POS,0,0,2,15,28,normal
NORM0000532,2025-06-19 11:45:12,CUS99790,Bùi Huy,Đặng Linh,Vietcombank,Vietcombank,Mua hàng online,Ăn uống,791833.0,USD,467948531.0,467156698.0,Vietnam,Cần Thơ,156.183.155.124,Laptop,DEV158833,POS,0,0,1,11,28,normal
SUSP0001823,2025-10-12 01:59:54,CUS88573,Bùi An,Hoàng Dũng,International Bank,BIDV,Chuyển khoản,Siêu thị,4262820268.0,VND,5404921140.0,1142100872.0,Hong Kong,Hong Kong,164.220.204.135,POS,DEV616642,Mobile Banking,0,0,7,1,85,abnormal
NORM0017820,2025-01-31 10:07:20,CUS17718,Đặng Huy,Phạm Minh,TPBank,Sacombank,Thanh toán POS,Thời trang,16428785.0,USD,370743643.0,354314858.0,Vietnam,Hải Phòng,30.120.34.110,POS,DEV499929,Internet Banking,0,0,0,10,27,normal
NORM0006600,2025-04-25 22:52:54,CUS47594,Bùi Lan,Trần Lan,MB Bank,BIDV,Rút tiền ATM,Vận tải,25458544.0,USD,393114242.0,367655698.0,Vietnam,Hải Phòng,97.4.124.164,Laptop,DEV166492,ATM,0,0,1,22,27,normal
NORM0011132,2025-03-19 19:55:30,CUS66178,Hoàng Lan,Lê Bình,TPBank,ACB,Chuyển khoản,Giải trí,1374473.0,EUR,362258947.0,360884474.0,Vietnam,Nha Trang,99.193.17.116,Mobile,DEV832867,Mobile Banking,0,0,2,19,18,normal
NORM0006316,2025-09-01 08:14:43,CUS15314,Nguyễn Lan,Vũ Minh,TPBank,Agribank,Rút tiền ATM,Giải trí,529396.0,VND,377966544.0,377437148.0,Vietnam,Hải Phòng,199.182.116.127,POS,DEV234846,Internet Banking,0,0,1,8,18,normal
NORM0012515,2025-08-22 06:11:26,CUS24171,Đặng An,Hoàng Chi,MB Bank,Vietcombank,Nạp ví điện tử,Giải trí,7095748.0,EUR,135261071.0,128165323.0,Vietnam,Hải Phòng,4.143.231.223,POS,DEV272486,POS,0,0,0,6,35,normal
NORM0016836,2025-02-23 17:26:17,CUS42696,Đặng Ngọc,Đặng Phúc,ACB,Agribank,Rút tiền ATM,Ăn uống,2943452.0,EUR,395334978.0,392391526.0,Vietnam,TP.HCM,104.101.203.26,Mobile,DEV904622,POS,0,0,0,17,9,normal
NORM0013963,2025-12-06 08:03:52,CUS68019,Hoàng Hà,Trần Phúc,ACB,MB Bank,Chuyển khoản,Y tế,6505120.0,VND,383623162.0,377118042.0,Vietnam,Cần Thơ,7.233.199.6,Laptop,DEV437949,Internet Banking,0,0,2,8,16,normal
NORM0015006,2025-12-10 15:37:17,CUS71031,Đặng Minh,Hoàng Linh,Techcombank,Vietcombank,Thanh toán POS,Thời trang,1965886.0,EUR,45925910.0,43960024.0,Vietnam,Hà Nội,193.133.75.144,Laptop,DEV701607,POS,0,0,1,15,21,normal
NORM0015537,2025-02-09 21:58:30,CUS68081,Hoàng Linh,Vũ Nam,Agribank,ACB,Chuyển khoản,Giải trí,1250190.0,VND,288682828.0,287432638.0,Vietnam,Hải Phòng,123.126.115.133,ATM,DEV481122,POS,0,0,2,21,17,normal
NORM0011007,2025-02-15 21:01:55,CUS32027,Vũ Lan,Đặng Linh,ACB,ACB,Mua hàng online,Y tế,4779196.0,USD,7186872.0,2407676.0,Vietnam,Cần Thơ,195.174.55.4,ATM,DEV795417,Mobile Banking,0,0,0,21,16,normal
NORM0005029,2025-08-11 21:02:39,CUS38182,Nguyễn Minh,Trần Ngọc,Vietcombank,Vietcombank,Mua hàng online,Vận tải,3136360.0,USD,65051358.0,61914998.0,Vietnam,Hải Phòng,152.101.103.89,Tablet,DEV729653,POS,0,0,0,21,6,normal
NORM0000281,2025-03-06 10:59:44,CUS81352,Lê Phúc,Hoàng Hà,TPBank,Agribank,Thanh toán POS,Y tế,935475.0,USD,175932976.0,174997501.0,Vietnam,Cần Thơ,70.47.39.196,Laptop,DEV427580,Internet Banking,0,0,2,10,32,normal
NORM0011818,2025-12-25 20:46:30,CUS35128,Lê Lan,Bùi Huy,Sacombank,Techcombank,Thanh toán POS,Giải trí,9579792.0,VND,145104158.0,135524366.0,Vietnam,Cần Thơ,54.220.255.74,Tablet,DEV884751,POS,0,0,0,20,30,normal
NORM0005929,2025-01-10 12:18:44,CUS30238,Vũ Chi,Bùi Linh,ACB,VPBank,Rút tiền ATM,Siêu thị,7696992.0,EUR,243106696.0,235409704.0,Vietnam,Hà Nội,68.117.90.137,ATM,DEV731101,POS,0,0,2,12,25,normal
NORM0007837,2025-01-27 10:41:09,CUS35947,Đặng Linh,Vũ Lan,Sacombank,Techcombank,Mua hàng online,Siêu thị,1538906.0,USD,381534929.0,379996023.0,Vietnam,Đà Nẵng,34.180.29.129,ATM,DEV207292,Mobile Banking,0,0,0,10,21,normal
SUSP0000324,2025-09-20 04:19:59,CUS90820,Bùi Linh,Hoàng Minh,International Bank,ACB,Chuyển khoản,Du lịch,7764443319.0,VND,7125054485.0,0.0,Hong Kong,Unknown,194.14.208.4,Tablet,DEV789238,Mobile Banking,0,0,11,4,98,abnormal
SUSP0000079,2025-10-15 03:32:41,CUS22116,Đặng Nam,Trần Ngọc,Offshore Bank,Offshore Bank,Chuyển khoản,Du lịch,6227.0,USD,9298290202.0,9298283975.0,Singapore,Hong Kong,39.253.87.27,POS,DEV509281,Mobile Banking,1,1,4,3,75,abnormal
NORM0001644,2025-08-22 06:33:22,CUS25211,Đặng Bình,Nguyễn Huy,TPBank,Vietcombank,Mua hàng online,Siêu thị,1147817.0,EUR,407946666.0,406798849.0,Vietnam,Đà Nẵng,184.98.242.145,ATM,DEV821872,Internet Banking,0,0,1,6,17,normal
NORM0001890,2025-10-03 08:17:20,CUS69729,Hoàng Huy,Bùi Nam,BIDV,Techcombank,Rút tiền ATM,Thời trang,9006823.0,USD,168507910.0,159501087.0,Vietnam,Hà Nội,76.33.111.194,Mobile,DEV528208,POS,0,0,2,8,25,normal
NORM0012682,2025-12-21 13:26:08,CUS59819,Phạm Bình,Đặng Lan,ACB,VPBank,Thanh toán hóa đơn,Siêu thị,4287439.0,EUR,64262771.0,59975332.0,Vietnam,Hải Phòng,133.162.236.5,Mobile,DEV545486,POS,0,0,0,13,21,normal
NORM0012135,2025-09-14 19:48:19,CUS78332,Hoàng Phúc,Bùi Linh,TPBank,Sacombank,Mua hàng online,Giáo dục,2508711.0,USD,8853236.0,6344525.0,Vietnam,Hà Nội,3.89.41.60,ATM,DEV528707,POS,0,0,0,19,1,normal
NORM0012590,2025-02-16 19:13:19,CUS97671,Phạm Nam,Đặng Minh,Techcombank,TPBank,Thanh toán hóa đơn,Giáo dục,6591258.0,EUR,396875034.0,390283776.0,Vietnam,Hà Nội,139.23.248.47,Mobile,DEV228479,ATM,0,0,0,19,14,normal
NORM0003595,2025-06-15 09:57:53,CUS83116,Hoàng Dũng,Nguyễn Linh,Sacombank,VPBank,Mua hàng online,Ăn uống,1326782.0,USD,212561870.0,211235088.0,Vietnam,Đà Nẵng,118.50.151.226,Tablet,DEV608389,Mobile Banking,0,0,2,9,17,normal
NORM0002997,2025-11-24 21:04:35,CUS13267,Nguyễn Phúc,Phạm Chi,BIDV,ACB,Mua hàng online,Ăn uống,1269078.0,EUR,405804974.0,404535896.0,Vietnam,Hà Nội,150.195.91.3,Tablet,DEV788068,Mobile Banking,0,0,0,21,16,normal
NORM0004502,2025-06-22 20:26:38,CUS82908,Đặng An,Trần Bình,MB Bank,Vietcombank,Rút tiền ATM,Giáo dục,6899847.0,USD,391187932.0,384288085.0,Vietnam,Đà Nẵng,90.47.167.143,Laptop,DEV753327,ATM,0,0,1,20,31,normal
NORM0010994,2025-09-05 21:13:31,CUS39523,Đặng Minh,Lê An,Sacombank,ACB,Chuyển khoản,Ăn uống,900708.0,USD,444433188.0,443532480.0,Vietnam,Hải Phòng,63.187.1.46,POS,DEV970086,ATM,0,0,2,21,33,normal
SUSP0000584,2025-06-17 00:07:33,CUS46962,Nguyễn Hà,Hoàng An,Unknown Bank,Unknown Bank,Chuyển khoản,Du lịch,827661268.0,VND,8072187805.0,7244526537.0,Singapore,Hong Kong,151.147.170.117,Laptop,DEV916905,Mobile Banking,1,1,7,0,71,abnormal
NORM0003194,2025-01-30 14:36:40,CUS22499,Lê Minh,Nguyễn Phúc,Sacombank,TPBank,Mua hàng online,Du lịch,2637355.0,USD,8402363.0,5765008.0,Vietnam,Nha Trang,222.242.208.43,Laptop,DEV803203,Internet Banking,0,0,0,14,1,normal
NORM0005993,2025-07-24 10:48:15,CUS54753,Đặng Lan,Lê Chi,Vietcombank,Agribank,Mua hàng online,Y tế,11865786.0,USD,451213070.0,439347284.0,Vietnam,Nha Trang,71.7.218.220,Mobile,DEV117710,ATM,0,0,2,10,29,normal
SUSP0000957,2025-01-13 04:29:47,CUS34125,Bùi Huy,Đặng Dũng,Unknown Bank,Vietcombank,Chuyển khoản,Ăn uống,106969761.0,USD,2803655191.0,2696685430.0,Cayman Islands,Hong Kong,176.253.32.187,Laptop,DEV361726,Internet Banking,1,1,3,4,79,abnormal
NORM0012737,2025-12-30 19:28:58,CUS53978,Nguyễn Huy,Lê Chi,Agribank,BIDV,Mua hàng online,Siêu thị,5582477.0,USD,118645095.0,113062618.0,Vietnam,Hà Nội,4.8.233.178,POS,DEV348185,POS,0,0,2,19,14,normal
SUSP0000283,2025-09-05 03:59:59,CUS36913,Lê Huy,Nguyễn Chi,Unknown Bank,International Bank,Chuyển khoản,Ăn uống,967400880.0,USD,4795693185.0,3828292305.0,Hong Kong,Dubai,66.208.240.17,POS,DEV854424,Internet Banking,1,1,6,3,93,abnormal
NORM0010127,2025-06-24 14:42:00,CUS51703,Đặng Nam,Vũ Lan,VPBank,MB Bank,Rút tiền ATM,Du lịch,595328.0,EUR,381458352.0,380863024.0,Vietnam,Nha Trang,102.24.159.163,Mobile,DEV927315,Internet Banking,0,0,2,14,35,normal
NORM0016939,2025-10-01 17:53:03,CUS76136,Phạm An,Nguyễn An,MB Bank,Agribank,Mua hàng online,Giải trí,4487933.0,USD,56579409.0,52091476.0,Vietnam,Đà Nẵng,44.172.8.18,ATM,DEV171848,Internet Banking,0,0,1,17,17,normal
NORM0000576,2025-07-10 13:37:37,CUS26180,Hoàng Phúc,Trần Phúc,BIDV,Vietcombank,Rút tiền ATM,Giải trí,8661394.0,EUR,91659495.0,82998101.0,Vietnam,Cần Thơ,73.138.201.147,Mobile,DEV978778,ATM,0,0,1,13,21,normal
NORM0008232,2025-04-20 16:07:13,CUS46999,Trần Huy,Phạm Ngọc,BIDV,Sacombank,Mua hàng online,Điện tử,5787362.0,VND,481769220.0,475981858.0,Vietnam,Hà Nội,19.222.152.161,Laptop,DEV416336,Mobile Banking,0,0,2,16,2,normal
NORM0001353,2025-08-31 19:13:10,CUS77148,Hoàng Bình,Đặng Lan,BIDV,Techcombank,Nạp ví điện tử,Vận tải,1050012.0,EUR,190717639.0,189667627.0,Vietnam,TP.HCM,94.122.99.217,Laptop,DEV853495,ATM,0,0,1,19,15,normal
NORM0003903,2025-03-04 15:47:06,CUS94916,Đặng Bình,Lê Ngọc,BIDV,ACB,Mua hàng online,Điện tử,3451495.0,EUR,362027525.0,358576030.0,Vietnam,TP.HCM,212.247.152.208,POS,DEV946193,POS,0,0,2,15,24,normal
NORM0016964,2025-04-08 17:06:08,CUS21633,Đặng Chi,Vũ Ngọc,Techcombank,Agribank,Nạp ví điện tử,Giáo dục,949313.0,EUR,252135092.0,251185779.0,Vietnam,Cần Thơ,120.19.153.204,ATM,DEV892043,Mobile Banking,0,0,0,17,30,normal
NORM0012161,2025-12-26 08:53:12,CUS33199,Lê An,Đặng Nam,VPBank,Techcombank,Thanh toán hóa đơn,Ăn uống,8947119.0,VND,328451288.0,319504169.0,Vietnam,TP.HCM,73.216.255.92,Mobile,DEV288163,Internet Banking,0,0,0,8,34,normal
NORM0004155,2025-07-25 17:14:05,CUS96128,Bùi Dũng,Lê Phúc,VPBank,VPBank,Thanh toán hóa đơn,Siêu thị,1724581.0,VND,178949681.0,177225100.0,Vietnam,Đà Nẵng,83.31.212.147,POS,DEV415805,ATM,0,0,0,17,12,normal
NORM0007647,2025-10-26 16:57:55,CUS11654,Lê Hà,Nguyễn Dũng,TPBank,BIDV,Nạp ví điện tử,Ăn uống,1057841.0,USD,444507800.0,443449959.0,Vietnam,TP.HCM,26.236.115.124,POS,DEV681768,Internet Banking,0,0,1,16,2,normal
NORM0011682,2025-02-08 12:58:39,CUS13433,Đặng Chi,Lê Lan,Vietcombank,MB Bank,Chuyển khoản,Thời trang,6293189.0,VND,314518332.0,308225143.0,Vietnam,Hải Phòng,52.142.222.159,Mobile,DEV539717,Mobile Banking,0,0,2,12,7,normal
NORM0000506,2025-12-24 14:26:56,CUS75279,Trần Ngọc,Đặng Ngọc,Sacombank,VPBank,Nạp ví điện tử,Giải trí,12452772.0,USD,162415235.0,149962463.0,Vietnam,Nha Trang,158.84.166.224,POS,DEV881896,Internet Banking,0,0,1,14,9,normal
NORM0002858,2025-01-12 17:17:22,CUS16608,Vũ Lan,Nguyễn Chi,BIDV,MB Bank,Thanh toán POS,Điện tử,738184.0,USD,244923272.0,244185088.0,Vietnam,TP.HCM,122.178.24.45,ATM,DEV330087,POS,0,0,2,17,20,normal
NORM0007853,2025-11-22 22:03:15,CUS31103,Bùi Hà,Vũ An,ACB,Sacombank,Thanh toán hóa đơn,Ăn uống,644557.0,USD,232200750.0,231556193.0,Vietnam,Hải Phòng,192.85.159.16,Laptop,DEV419522,POS,0,0,1,22,34,normal
NORM0001433,2025-10-29 14:07:31,CUS19543,Nguyễn Chi,Phạm An,Techcombank,Agribank,Thanh toán hóa đơn,Du lịch,2880901.0,EUR,418910024.0,416029123.0,Vietnam,Hà Nội,55.204.228.182,Mobile,DEV992614,Mobile Banking,0,0,1,14,10,normal
NORM0004555,2025-07-16 13:34:58,CUS29417,Bùi An,Hoàng Chi,Sacombank,Agribank,Thanh toán hóa đơn,Giải trí,2110703.0,USD,335440734.0,333330031.0,Vietnam,TP.HCM,82.148.89.241,ATM,DEV639870,POS,0,0,1,13,2,normal
NORM0012963,2025-08-20 08:33:43,CUS51892,Lê Huy,Hoàng Lan,VPBank,Vietcombank,Thanh toán POS,Y tế,2272796.0,VND,116711711.0,114438915.0,Vietnam,Hà Nội,138.225.138.211,POS,DEV406940,Internet Banking,0,0,1,8,13,normal
NORM0009815,2025-12-05 16:55:57,CUS50479,Vũ Minh,Bùi Lan,VPBank,Agribank,Rút tiền ATM,Giáo dục,4504949.0,USD,336075446.0,331570497.0,Vietnam,Nha Trang,156.35.46.123,Laptop,DEV386260,Internet Banking,0,0,0,16,16,normal
NORM0009596,2025-04-21 15:49:36,CUS10436,Hoàng Hà,Trần Phúc,ACB,BIDV,Thanh toán POS,Du lịch,30264576.0,VND,21154440.0,0.0,Vietnam,Đà Nẵng,22.103.69.27,ATM,DEV510769,Mobile Banking,0,0,0,15,20,normal
NORM0016346,2025-08-11 17:40:33,CUS15566,Bùi Nam,Đặng Ngọc,Agribank,TPBank,Rút tiền ATM,Giáo dục,2550806.0,USD,488424633.0,485873827.0,Vietnam,Nha Trang,204.188.41.236,Laptop,DEV306745,Internet Banking,0,0,2,17,20,normal
NORM0008424,2025-04-09 13:32:53,CUS83949,Vũ Dũng,Phạm An,MB Bank,Sacombank,Thanh toán POS,Thời trang,2434026.0,USD,324414817.0,321980791.0,Vietnam,Cần Thơ,148.80.106.142,Mobile,DEV910769,ATM,0,0,1,13,1,normal
NORM0003372,2025-11-01 18:00:40,CUS22494,Lê Bình,Phạm An,Sacombank,BIDV,Rút tiền ATM,Ăn uống,5958651.0,VND,485451603.0,479492952.0,Vietnam,Hà Nội,66.8.225.171,Laptop,DEV654733,Internet Banking,0,0,1,18,35,normal
NORM0004368,2025-10-19 14:22:05,CUS81924,Nguyễn Huy,Phạm Nam,BIDV,MB Bank,Rút tiền ATM,Thời trang,2013170.0,VND,111125684.0,109112514.0,Vietnam,Đà Nẵng,67.139.208.212,ATM,DEV831418,Mobile Banking,0,0,0,14,19,normal
NORM0007110,2025-10-01 15:08:06,CUS13404,Phạm Phúc,Nguyễn Ngọc,VPBank,VPBank,Thanh toán hóa đơn,Giải trí,955791.0,EUR,48061888.0,47106097.0,Vietnam,Hải Phòng,12.219.218.54,ATM,DEV500630,ATM,0,0,0,15,35,normal
NORM0014550,2025-02-12 20:49:28,CUS68070,Đặng An,Nguyễn Minh,ACB,VPBank,Thanh toán POS,Giải trí,2246680.0,USD,188650442.0,186403762.0,Vietnam,Hải Phòng,210.107.84.252,POS,DEV300268,POS,0,0,2,20,2,normal
SUSP0001389,2025-09-19 03:25:22,CUS75976,Đặng Minh,Phạm Lan,International Bank,Unknown Bank,Chuyển khoản,Giáo dục,364750929.0,USD,3792159191.0,3427408262.0,Unknown,Hong Kong,145.141.223.224,Tablet,DEV268688,Internet Banking,1,1,3,3,91,abnormal
NORM0000611,2025-12-20 08:22:30,CUS10770,Nguyễn Minh,Hoàng Dũng,MB Bank,MB Bank,Mua hàng online,Siêu thị,4325090.0,EUR,253568215.0,249243125.0,Vietnam,TP.HCM,15.95.75.177,POS,DEV788184,Internet Banking,0,0,1,8,8,normal
NORM0013539,2025-12-08 14:57:59,CUS94163,Lê Phúc,Lê Lan,BIDV,Agribank,Thanh toán POS,Du lịch,10243687.0,VND,280091969.0,269848282.0,Vietnam,Đà Nẵng,106.125.37.70,Mobile,DEV190432,ATM,0,0,1,14,31,normal
NORM0008408,2025-03-07 15:51:03,CUS81101,Hoàng Minh,Phạm Huy,Vietcombank,ACB,Nạp ví điện tử,Ăn uống,5239371.0,VND,477937668.0,472698297.0,Vietnam,Hà Nội,99.141.191.134,ATM,DEV789870,Internet Banking,0,0,0,15,15,normal
SUSP0001665,2025-09-27 04:43:12,CUS74655,Trần Minh,Đặng Dũng,Unknown Bank,Offshore Bank,Chuyển khoản,Ăn uống,1076383178.0,VND,6887851344.0,5811468166.0,Dubai,Hong Kong,62.194.241.244,ATM,DEV425014,Mobile Banking,1,1,9,4,90,abnormal
SUSP0000689,2025-08-29 04:19:43,CUS78367,Hoàng An,Nguyễn Nam,International Bank,BIDV,Chuyển khoản,Ăn uống,403119863.0,VND,863359905.0,460240042.0,Cayman Islands,Unknown,214.254.8.239,POS,DEV704270,Internet Banking,0,0,3,4,96,abnormal
NORM0010012,2025-05-11 15:59:36,CUS61709,Trần Minh,Trần Dũng,ACB,Agribank,Thanh toán POS,Thời trang,8283589.0,VND,407107541.0,398823952.0,Vietnam,Nha Trang,215.70.66.226,Laptop,DEV124523,ATM,0,0,0,15,8,normal
NORM0009252,2025-12-23 08:34:11,CUS59990,Hoàng Ngọc,Đặng Minh,Techcombank,VPBank,Rút tiền ATM,Ăn uống,1567383.0,EUR,18952545.0,17385162.0,Vietnam,Hải Phòng,4.54.124.148,POS,DEV633405,Mobile Banking,0,0,2,8,3,normal
NORM0014260,2025-03-13 18:27:19,CUS91591,Vũ Nam,Lê Bình,ACB,TPBank,Chuyển khoản,Giải trí,2490537.0,USD,416932761.0,414442224.0,Vietnam,Nha Trang,203.222.43.151,Mobile,DEV517379,ATM,0,0,2,18,28,normal
SUSP0000648,2025-10-16 01:18:53,CUS84898,Phạm Dũng,Đặng Hà,International Bank,Offshore Bank,Chuyển khoản,Vận tải,5419529288.0,USD,2672900394.0,0.0,Cayman Islands,Dubai,147.47.85.254,POS,DEV201650,Mobile Banking,1,1,8,1,92,abnormal
NORM0017513,2025-12-21 12:09:52,CUS28981,Lê Minh,Nguyễn Minh,Sacombank,ACB,Mua hàng online,Du lịch,18888079.0,USD,55732323.0,36844244.0,Vietnam,Hà Nội,130.193.141.68,Laptop,DEV561273,ATM,0,0,2,12,11,normal
NORM0010591,2025-12-30 13:21:41,CUS73929,Trần Nam,Trần Chi,BIDV,MB Bank,Chuyển khoản,Giáo dục,4119195.0,USD,433505635.0,429386440.0,Vietnam,Nha Trang,195.127.197.143,Tablet,DEV380834,POS,0,0,0,13,28,normal
NORM0003449,2025-01-16 21:54:44,CUS76151,Phạm Lan,Đặng Huy,VPBank,ACB,Chuyển khoản,Thời trang,3873587.0,USD,364939859.0,361066272.0,Vietnam,Đà Nẵng,117.199.161.175,POS,DEV475751,Mobile Banking,0,0,0,21,8,normal
NORM0014018,2025-04-11 08:44:21,CUS39906,Bùi An,Bùi Lan,MB Bank,Sacombank,Rút tiền ATM,Điện tử,7404421.0,VND,54021326.0,46616905.0,Vietnam,Hà Nội,17.134.238.178,POS,DEV593427,Internet Banking,0,0,1,8,9,normal
NORM0004801,2025-09-16 16:43:03,CUS59111,Trần Ngọc,Vũ Huy,TPBank,MB Bank,Thanh toán hóa đơn,Siêu thị,3827603.0,EUR,309056365.0,305228762.0,Vietnam,Cần Thơ,122.214.167.0,Mobile,DEV629404,ATM,0,0,1,16,21,normal
NORM0009937,2025-03-12 19:21:12,CUS73100,Bùi Chi,Nguyễn Lan,ACB,MB Bank,Thanh toán hóa đơn,Giải trí,4858635.0,EUR,146803629.0,141944994.0,Vietnam,Đà Nẵng,39.159.38.36,POS,DEV534541,POS,0,0,2,19,30,normal
NORM0013813,2025-03-18 21:51:50,CUS30499,Lê Nam,Trần Linh,Techcombank,MB Bank,Mua hàng online,Y tế,4323541.0,USD,204676652.0,200353111.0,Vietnam,Nha Trang,146.201.71.122,POS,DEV263491,Internet Banking,0,0,0,21,30,normal
NORM0010295,2025-03-21 20:04:17,CUS46532,Hoàng Bình,Lê Dũng,Sacombank,Sacombank,Rút tiền ATM,Điện tử,5560543.0,VND,152584879.0,147024336.0,Vietnam,Đà Nẵng,122.146.41.212,ATM,DEV156476,POS,0,0,0,20,10,normal
NORM0006166,2025-07-18 21:54:58,CUS96745,Bùi Minh,Hoàng Nam,BIDV,Agribank,Mua hàng online,Thời trang,2727552.0,EUR,44462647.0,41735095.0,Vietnam,Nha Trang,66.82.0.66,Laptop,DEV566930,POS,0,0,1,21,16,normal
NORM0017378,2025-12-29 17:39:36,CUS13363,Hoàng Bình,Đặng Bình,VPBank,Vietcombank,Rút tiền ATM,Y tế,4202741.0,EUR,443900544.0,439697803.0,Vietnam,TP.HCM,4.16.55.63,Mobile,DEV852158,Internet Banking,0,0,1,17,30,normal
SUSP0001603,2025-10-08 02:45:10,CUS58528,Bùi Bình,Lê An,Offshore Bank,Vietcombank,Chuyển khoản,Thời trang,6312251642.0,EUR,8045613806.0,1733362164.0,Dubai,Hong Kong,207.251.8.193,ATM,DEV887894,Internet Banking,0,0,5,2,93,abnormal
NORM0012591,2025-06-23 21:53:24,CUS42904,Hoàng Nam,Đặng Phúc,TPBank,BIDV,Mua hàng online,Du lịch,5081348.0,VND,494791650.0,489710302.0,Vietnam,Hải Phòng,144.0.52.44,POS,DEV525579,Mobile Banking,0,0,1,21,34,normal
NORM0017069,2025-10-24 22:06:13,CUS85399,Bùi Ngọc,Trần Phúc,ACB,Sacombank,Thanh toán POS,Thời trang,2759477.0,USD,175847984.0,173088507.0,Vietnam,TP.HCM,150.126.114.77,Mobile,DEV670949,Mobile Banking,0,0,0,22,14,normal
NORM0003945,2025-05-07 07:09:12,CUS20937,Phạm An,Trần Linh,BIDV,Vietcombank,Mua hàng online,Điện tử,2320849.0,VND,384314621.0,381993772.0,Vietnam,TP.HCM,83.126.96.119,POS,DEV789621,POS,0,0,1,7,7,normal
NORM0008469,2025-03-15 21:31:02,CUS63595,Nguyễn Phúc,Đặng Minh,Techcombank,TPBank,Nạp ví điện tử,Thời trang,6019516.0,USD,270049561.0,264030045.0,Vietnam,TP.HCM,56.75.79.155,POS,DEV820287,Mobile Banking,0,0,0,21,1,normal
NORM0004309,2025-06-18 18:38:38,CUS89975,Nguyễn Dũng,Hoàng Minh,VPBank,TPBank,Chuyển khoản,Y tế,2964652.0,EUR,486310740.0,483346088.0,Vietnam,Hà Nội,124.205.119.41,ATM,DEV518756,Mobile Banking,0,0,0,18,7,normal
NORM0002920,2025-03-29 15:27:53,CUS87195,Hoàng Phúc,Hoàng Bình,Vietcombank,Agribank,Chuyển khoản,Thời trang,4732495.0,EUR,101557848.0,96825353.0,Vietnam,Đà Nẵng,47.46.156.101,Mobile,DEV965324,POS,0,0,1,15,28,normal
NORM0003502,2025-11-01 16:00:56,CUS72114,Vũ Phúc,Đặng Phúc,Techcombank,TPBank,Thanh toán POS,Du lịch,12416432.0,USD,306211973.0,293795541.0,Vietnam,Hà Nội,26.100.52.94,POS,DEV565560,POS,0,0,0,16,8,normal
NORM0013873,2025-06-25 15:46:40,CUS61988,Hoàng Ngọc,Bùi Hà,MB Bank,Vietcombank,Mua hàng online,Siêu thị,6393751.0,USD,318665595.0,312271844.0,Vietnam,Cần Thơ,8.45.49.192,Tablet,DEV994390,POS,0,0,0,15,33,normal
NORM0004661,2025-11-02 20:20:09,CUS88407,Trần Nam,Trần Lan,Vietcombank,Techcombank,Nạp ví điện tử,Siêu thị,624504.0,USD,170216921.0,169592417.0,Vietnam,Cần Thơ,148.197.47.113,Tablet,DEV379832,Internet Banking,0,0,2,20,7,normal
NORM0013421,2025-12-15 10:06:05,CUS28919,Lê Phúc,Vũ Nam,Agribank,ACB,Thanh toán POS,Giải trí,4889795.0,VND,318777873.0,313888078.0,Vietnam,TP.HCM,97.147.12.19,Laptop,DEV162759,Mobile Banking,0,0,2,10,3,normal
NORM0017111,2025-06-30 09:08:55,CUS76720,Nguyễn Phúc,Hoàng Ngọc,MB Bank,Agribank,Thanh toán hóa đơn,Vận tải,5418972.0,EUR,106715826.0,101296854.0,Vietnam,TP.HCM,2.46.211.207,Mobile,DEV887420,ATM,0,0,1,9,11,normal
NORM0017491,2025-08-10 08:15:44,CUS50182,Lê An,Hoàng An,Agribank,BIDV,Thanh toán hóa đơn,Điện tử,2979516.0,EUR,193054788.0,190075272.0,Vietnam,Hải Phòng,155.162.12.214,POS,DEV285703,POS,0,0,0,8,21,normal
NORM0010802,2025-09-02 11:03:25,CUS67596,Đặng Chi,Hoàng An,ACB,Agribank,Rút tiền ATM,Siêu thị,7401239.0,VND,379541635.0,372140396.0,Vietnam,TP.HCM,148.57.80.52,Mobile,DEV768983,ATM,0,0,1,11,8,normal
NORM0008531,2025-08-02 13:06:41,CUS17312,Đặng Phúc,Đặng Lan,Techcombank,VPBank,Nạp ví điện tử,Ăn uống,1451665.0,USD,451348760.0,449897095.0,Vietnam,Cần Thơ,89.75.171.5,POS,DEV469094,Mobile Banking,0,0,0,13,9,normal
NORM0000449,2025-07-21 14:07:43,CUS84038,Đặng Linh,Lê Lan,TPBank,BIDV,Thanh toán POS,Siêu thị,16676885.0,USD,326481944.0,309805059.0,Vietnam,Cần Thơ,206.251.158.2,Mobile,DEV979324,POS,0,0,2,14,18,normal
NORM0010318,2025-01-03 22:02:42,CUS63217,Hoàng Ngọc,Hoàng Nam,BIDV,Agribank,Rút tiền ATM,Vận tải,5420973.0,USD,80734277.0,75313304.0,Vietnam,Đà Nẵng,188.154.39.225,POS,DEV514576,Internet Banking,0,0,2,22,18,normal
